"pump_station" "line_segment" "commodity" "line"
"VP" "6-PR-LK" "SCB" "6"
"VP" "6-PR-LK" "OSH" "6"
"VP" "6-PR-LK" "PCH" "6"
"VP" "6-PR-LK" "BCH" "6"
"VP" "6-PR-LK" "SH" "6"
"VP" "6-PR-LK" "SDB" "6"
"VP" "6-PR-LK" "KDB" "6"
"VP" "6-PR-LK" "LSB" "6"
"VP" "6-PR-LK" NA "6"
"CV" "6-PR-LK" "CDB" "6"
"CV" "6-PR-LK" "AWB" "6"
"CV" "6-PR-LK" "CL" "6"
"CV" "6-PR-LK" "WCS" "6"
"CV" "6-PR-LK" "CHV" "6"
"CV" "6-PR-LK" "SYB" "6"
"CV" "6-PR-LK" "AHS" "6"
"CV" "6-PR-LK" "BHB" "6"
"CV" "6-PR-LK" "SCB" "6"
"CV" "6-PR-LK" "OSH" "6"
"CV" "6-PR-LK" "PCH" "6"
"CV" "6-PR-LK" "BCH" "6"
"CV" "6-PR-LK" "SH" "6"
"CV" "6-PR-LK" "SDB" "6"
"CV" "6-PR-LK" "KDB" "6"
"CV" "6-PR-LK" "LSB" "6"
"CV" "6-PR-LK" NA "6"
"AM" "6-PR-LK" "CDB" "6"
"AM" "6-PR-LK" "AWB" "6"
"AM" "6-PR-LK" "CL" "6"
"AM" "6-PR-LK" "WCS" "6"
"AM" "6-PR-LK" "CHV" "6"
"AM" "6-PR-LK" "SYB" "6"
"AM" "6-PR-LK" "AHS" "6"
"AM" "6-PR-LK" "BHB" "6"
"AM" "6-PR-LK" "SCB" "6"
"AM" "6-PR-LK" "OSH" "6"
"AM" "6-PR-LK" "PCH" "6"
"AM" "6-PR-LK" "BCH" "6"
"AM" "6-PR-LK" "SH" "6"
"AM" "6-PR-LK" "SDB" "6"
"AM" "6-PR-LK" "KDB" "6"
"AM" "6-PR-LK" "LSB" "6"
"AM" "6-PR-LK" NA "6"
"PT" "6-PR-LK" "CDB" "6"
"PT" "6-PR-LK" "AWB" "6"
"PT" "6-PR-LK" "CL" "6"
"PT" "6-PR-LK" "WCS" "6"
"PT" "6-PR-LK" "CHV" "6"
"PT" "6-PR-LK" "SYB" "6"
"PT" "6-PR-LK" "AHS" "6"
"PT" "6-PR-LK" "BHB" "6"
"PT" "6-PR-LK" "SCB" "6"
"PT" "6-PR-LK" "OSH" "6"
"PT" "6-PR-LK" "PCH" "6"
"PT" "6-PR-LK" "BCH" "6"
"PT" "6-PR-LK" "SH" "6"
"PT" "6-PR-LK" "SDB" "6"
"PT" "6-PR-LK" "KDB" "6"
"PT" "6-PR-LK" "LSB" "6"
"PT" "6-PR-LK" NA "6"
"RI" "6-PR-LK" "CDB" "6"
"RI" "6-PR-LK" "AWB" "6"
"RI" "6-PR-LK" "CL" "6"
"RI" "6-PR-LK" "WCS" "6"
"RI" "6-PR-LK" "CHV" "6"
"RI" "6-PR-LK" "SYB" "6"
"RI" "6-PR-LK" "AHS" "6"
"RI" "6-PR-LK" "BHB" "6"
"RI" "6-PR-LK" "SCB" "6"
"RI" "6-PR-LK" "OSH" "6"
"RI" "6-PR-LK" "PCH" "6"
"RI" "6-PR-LK" "BCH" "6"
"RI" "6-PR-LK" "SH" "6"
"RI" "6-PR-LK" "SDB" "6"
"RI" "6-PR-LK" "KDB" "6"
"RI" "6-PR-LK" "LSB" "6"
"RI" "6-PR-LK" NA "6"
"WA" "6-PR-LK" "CDB" "6"
"WA" "6-PR-LK" "AWB" "6"
"WA" "6-PR-LK" "CL" "6"
"WA" "6-PR-LK" "WCS" "6"
"WA" "6-PR-LK" "CHV" "6"
"WA" "6-PR-LK" "SYB" "6"
"WA" "6-PR-LK" "AHS" "6"
"WA" "6-PR-LK" "BHB" "6"
"WA" "6-PR-LK" "SCB" "6"
"WA" "6-PR-LK" "OSH" "6"
"WA" "6-PR-LK" "PCH" "6"
"WA" "6-PR-LK" "BCH" "6"
"WA" "6-PR-LK" "SH" "6"
"WA" "6-PR-LK" "SDB" "6"
"WA" "6-PR-LK" "KDB" "6"
"WA" "6-PR-LK" "LSB" "6"
"WA" "6-PR-LK" NA "6"
"CB" "6-PR-LK" "CDB" "6"
"CB" "6-PR-LK" "AWB" "6"
"CB" "6-PR-LK" "CL" "6"
"CB" "6-PR-LK" "WCS" "6"
"CB" "6-PR-LK" "CHV" "6"
"CB" "6-PR-LK" "SYB" "6"
"CB" "6-PR-LK" "AHS" "6"
"CB" "6-PR-LK" "BHB" "6"
"CB" "6-PR-LK" "SCB" "6"
"CB" "6-PR-LK" "OSH" "6"
"CB" "6-PR-LK" "PCH" "6"
"CB" "6-PR-LK" "BCH" "6"
"CB" "6-PR-LK" "SH" "6"
"CB" "6-PR-LK" "SDB" "6"
"CB" "6-PR-LK" "KDB" "6"
"CB" "6-PR-LK" "LSB" "6"
"CB" "6-PR-LK" NA "6"
"DL" "6-PR-LK" "CDB" "6"
"DL" "6-PR-LK" "AWB" "6"
"DL" "6-PR-LK" "CL" "6"
"DL" "6-PR-LK" "WCS" "6"
"DL" "6-PR-LK" "CHV" "6"
"DL" "6-PR-LK" "SYB" "6"
"DL" "6-PR-LK" "AHS" "6"
"DL" "6-PR-LK" "BHB" "6"
"DL" "6-PR-LK" "SCB" "6"
"DL" "6-PR-LK" "OSH" "6"
"DL" "6-PR-LK" "PCH" "6"
"DL" "6-PR-LK" "BCH" "6"
"DL" "6-PR-LK" "SH" "6"
"DL" "6-PR-LK" "SDB" "6"
"DL" "6-PR-LK" "KDB" "6"
"DL" "6-PR-LK" NA "6"
"DL" "6-PR-LK" "LSB" "6"
"WW" "6-PR-LK" "CDB" "6"
"WW" "6-PR-LK" "AWB" "6"
"WW" "6-PR-LK" "CL" "6"
"WW" "6-PR-LK" "WCS" "6"
"WW" "6-PR-LK" "CHV" "6"
"WW" "6-PR-LK" "SYB" "6"
"WW" "6-PR-LK" "AHS" "6"
"WW" "6-PR-LK" "BHB" "6"
"WW" "6-PR-LK" "SCB" "6"
"WW" "6-PR-LK" "OSH" "6"
"WW" "6-PR-LK" "PCH" "6"
"WW" "6-PR-LK" "BCH" "6"
"WW" "6-PR-LK" "SH" "6"
"WW" "6-PR-LK" "SDB" "6"
"WW" "6-PR-LK" "KDB" "6"
"WW" "6-PR-LK" NA "6"
"CY" "6-PR-LK" "CDB" "6"
"CY" "6-PR-LK" "AWB" "6"
"CY" "6-PR-LK" "CL" "6"
"CY" "6-PR-LK" "WCS" "6"
"CY" "6-PR-LK" "CHV" "6"
"CY" "6-PR-LK" "SYB" "6"
"CY" "6-PR-LK" "AHS" "6"
"CY" "6-PR-LK" "BHB" "6"
"CY" "6-PR-LK" "SCB" "6"
"CY" "6-PR-LK" "OSH" "6"
"CY" "6-PR-LK" "PCH" "6"
"CY" "6-PR-LK" "BCH" "6"
"CY" "6-PR-LK" "SH" "6"
"CY" "6-PR-LK" "SDB" "6"
"CY" "6-PR-LK" "KDB" "6"
"CY" "6-PR-LK" NA "6"
"DD" "6-PR-LK" "CDB" "6"
"DD" "6-PR-LK" "AWB" "6"
"DD" "6-PR-LK" "CL" "6"
"DD" "6-PR-LK" "WCS" "6"
"DD" "6-PR-LK" "CHV" "6"
"DD" "6-PR-LK" "SYB" "6"
"DD" "6-PR-LK" "AHS" "6"
"DD" "6-PR-LK" "BHB" "6"
"DD" "6-PR-LK" "SCB" "6"
"DD" "6-PR-LK" "OSH" "6"
"DD" "6-PR-LK" "PCH" "6"
"DD" "6-PR-LK" "BCH" "6"
"DD" "6-PR-LK" "SH" "6"
"DD" "6-PR-LK" "SDB" "6"
"DD" "6-PR-LK" "KDB" "6"
"DD" "6-PR-LK" NA "6"
"NV" "6-PR-LK" "CDB" "6"
"NV" "6-PR-LK" "AWB" "6"
"NV" "6-PR-LK" "CL" "6"
"NV" "6-PR-LK" "WCS" "6"
"NV" "6-PR-LK" "CHV" "6"
"NV" "6-PR-LK" "SYB" "6"
"NV" "6-PR-LK" "AHS" "6"
"NV" "6-PR-LK" "BHB" "6"
"NV" "6-PR-LK" "SCB" "6"
"NV" "6-PR-LK" "OSH" "6"
"NV" "6-PR-LK" "PCH" "6"
"NV" "6-PR-LK" "BCH" "6"
"NV" "6-PR-LK" "SH" "6"
"NV" "6-PR-LK" "SDB" "6"
"NV" "6-PR-LK" "KDB" "6"
"NV" "6-PR-LK" NA "6"
"MK" "6-MK-GT" "CDB" "6"
"MK" "6-MK-GT" "CL" "6"
"MK" "6-MK-GT" "AWB" "6"
"MK" "6-MK-GT" "SYB" "6"
"MK" "6-MK-GT" "BHB" "6"
"MK" "6-MK-GT" "WCS" "6"
"MK" "6-MK-GT" "OSH" "6"
"MK" "6-MK-GT" "CHV" "6"
"MK" "6-MK-GT" "SCB" "6"
"MK" "6-MK-GT" "BCH" "6"
"MK" "6-MK-GT" "SDB" "6"
"MK" "6-MK-GT" "KDB" "6"
"MK" "6-MK-GT" "AHS" "6"
"MK" "6-MK-GT" "UVM" "6"
"MK" "6-MK-GT" "PCH" "6"
"MK" "6-MK-GT" NA "6"
"MK" "6-MK-GT" "LSB" "6"
"HL" "9-GK-ML" "UHC" "9"
"HL" "9-GK-ML" "WCS" "9"
"HL" "9-GK-ML" "SYN" "9"
"HL" "9-GK-ML" "LSB" "9"
"HL" "9-GK-ML" "SW" "9"
"HL" "9-GK-ML" NA "9"
"HL" "9-GK-ML" "PSY" "9"
"HL" "9-GK-ML" "HSC" "9"
"CD" "9-GK-ML" "LSB" "9"
"CD" "9-GK-ML" "SYN" "9"
"CD" "9-GK-ML" "UHC" "9"
"CD" "9-GK-ML" "WCS" "9"
"CD" "9-GK-ML" "SW" "9"
"CD" "9-GK-ML" NA "9"
"CD" "9-GK-ML" "PSY" "9"
"CD" "9-GK-ML" "HSC" "9"
"TB" "9-GK-ML" "LSB" "9"
"TB" "9-GK-ML" "SYN" "9"
"TB" "9-GK-ML" "UHC" "9"
"TB" "9-GK-ML" "WCS" "9"
"TB" "9-GK-ML" "SW" "9"
"TB" "9-GK-ML" NA "9"
"TB" "9-GK-ML" "PSY" "9"
"TB" "9-GK-ML" "HSC" "9"
"SA" "9-SA-WS" "SYN" "9"
"SA" "9-SA-WS" "UHC" "9"
"SA" "9-SA-WS" "WCS" "9"
"SA" "9-SA-WS" "LSB" "9"
"SA" "9-SA-WS" "SW" "9"
"SA" "9-SA-WS" NA "9"
"SA" "9-SA-WS" "PSY" "9"
"SA" "9-SA-WS" "HSC" "9"
"WS" "9-WS-GK" "LSB" "9"
"WS" "9-WS-GK" "SYN" "9"
"WS" "9-WS-GK" "UHC" "9"
"WS" "9-WS-GK" "WCS" "9"
"WS" "9-WS-GK" "SW" "9"
"WS" "9-WS-GK" NA "9"
"WS" "9-WS-GK" "PSY" "9"
"WS" "9-WS-GK" "HSC" "9"
